,國際證券辨識號碼,上市日,市場別,產業別,CFICode,備註,股票代號,股票名稱,類型
902,TW0006869001,2024/06/19,上市,綠能環保,ESVUFR,,6869,雲豹能源,股票
903,TW0006873003,2024/09/26,上市,綠能環保,ESVUFR,,6873,泓德能源,股票
904,TW0006885007,2024/12/16,上市,生技醫療業,ESVUFR,,6885,全福生技,股票
905,KYG1462B1077,2025/03/10,上市,綠能環保,ESVUFR,,6887,寶綠特-KY,股票
906,KYG5353T1013,2024/06/12,上市,運動休閒,ESVUFR,,6890,來億-KY,股票
907,TW0006901002,2023/09/19,上市,其他業,ESVUFR,,6901,鑽石投資,股票
908,TW0006902000,2025/05/16,上市,數位雲端,ESVUFR,,6902,GOGOLOOK,股票
909,TW0006906001,2024/01/15,上市,數位雲端,ESVUFR,,6906,現觀科,股票
910,TW0006909005,2025/05/21,上市,半導體業,ESVUFR,,6909,創控,股票
911,TW0006914005,2024/05/03,上市,其他業,ESVUFR,,6914,阜爾運通,股票
912,TW0006916000,2023/12/05,上市,光電業,ESVUFR,,6916,華凌,股票
913,TW0006918006,2025/06/10,上市,生技醫療業,ESVUFR,,6918,愛派司,股票
914,TW0006919004,2024/10/02,上市,生技醫療業,ESVUFR,,6919,康霈*,股票
915,TW0006923006,2024/09/25,上市,綠能環保,ESVUFR,,6923,中台,股票
916,TW0006928005,2024/05/16,上市,電腦及週邊設備業,ESVUFR,,6928,攸泰科技,股票
917,TW0006931009,2025/01/15,上市,生技醫療業,ESVUFR,,6931,青松健康,股票
918,KYG0249M1050,2023/11/08,上市,電腦及週邊設備業,ESVUFR,,6933,AMAX-KY,股票
919,TW0006936008,2025/04/28,上市,生技醫療業,ESVUFR,,6936,永鴻生技,股票
920,TW0006937006,2023/12/12,上市,半導體業,ESVUFR,,6937,天虹,股票
921,TW0006944002,2025/05/28,上市,綠能環保,ESVUFR,,6944,兆聯實業,股票
922,TW0006952005,2024/06/13,上市,其他業,ESVUFR,,6952,大武山,股票
923,KYG4631S1003,2024/06/25,上市,其他業,ESVUFR,,6957,裕慶-KY,股票
924,TW0006958002,2024/08/20,上市,其他業,ESVUFR,,6958,日盛台駿,股票
925,KYG4977T1004,2024/11/26,上市,半導體業,ESVUFR,,6962,奕力-KY,股票
926,KYG2124U1031,2025/03/07,上市,運動休閒,ESVUFR,,6965,中傑-KY,股票
927,TW0006994007,2025/01/15,上市,綠能環保,ESVUFR,,6994,富威電力,股票
928,TW0007705006,2024/11/26,上市,觀光餐旅,ESVUFR,,7705,三商餐飲,股票
929,TW0007721003,2025/07/29,上市,數位雲端,ESVUFR,,7721,微程式,股票
930,TW0007722001,2024/12/05,上市,數位雲端,ESVUFR,,7722,LINEPAY,股票
931,TW0007732000,2025/01/14,上市,汽車工業,ESVUFR,,7732,金興精密,股票
932,TW0007736001,2025/03/18,上市,汽車工業,ESVUFR,,7736,虎山,股票
933,KYG4R4EN1020,2025/06/13,上市,半導體業,ESVUFR,,7749,意騰-KY,股票
934,TW0008011008,2011/09/19,上市,通信網路業,ESVUFR,,8011,台通,股票
935,TW0008016007,2003/12/25,上市,半導體業,ESVUFR,,8016,矽創,股票
936,TW0008021007,2008/01/21,上市,其他電子業,ESVUFR,,8021,尖點,股票
937,TW0008028002,2018/07/10,上市,半導體業,ESVUFR,,8028,昇陽半導體,股票
938,TW0008033002,2007/06/21,上市,其他業,ESVUFR,,8033,雷虎,股票
939,TW0008039009,2009/12/17,上市,電子零組件業,ESVUFR,,8039,台虹,股票
940,TW0008045006,2024/12/11,上市,通信網路業,ESVUFR,,8045,達運光電,股票
941,TW0008046004,2006/04/07,上市,電子零組件業,ESVUFR,,8046,南電,股票
942,TW0008070004,2007/12/31,上市,電子通路業,ESVUFR,,8070,長華*,股票
943,TW0008072000,2005/08/19,上市,電子通路業,ESVUFR,,8072,陞泰,股票
944,TW0008081001,2008/12/30,上市,半導體業,ESVUFR,,8081,致新,股票
945,TW0008101007,2004/07/01,上市,通信網路業,ESVUFR,,8101,華冠,股票
946,TW0008103003,2009/09/29,上市,電子零組件業,ESVUFR,,8103,瀚荃,股票
947,TW0008104001,2019/01/17,上市,光電業,ESVUFR,,8104,錸寶,股票
948,TW0008105008,2006/12/27,上市,光電業,ESVUFR,,8105,凌巨,股票
949,TW0008110008,2007/10/31,上市,半導體業,ESVUFR,,8110,華東,股票
950,TW0008112004,2007/12/31,上市,電子通路業,ESVUFR,,8112,至上,股票
951,TW0008114000,2012/11/26,上市,電腦及週邊設備業,ESVUFR,,8114,振樺電,股票
952,TW0008131004,2007/11/29,上市,半導體業,ESVUFR,,8131,福懋科,股票
953,TW0008150004,2014/04/11,上市,半導體業,ESVUFR,,8150,南茂,股票
954,TW0008163007,2007/11/28,上市,電腦及週邊設備業,ESVUFR,,8163,達方,股票
955,TW0008201005,2007/10/29,上市,其他電子業,ESVUFR,,8201,無敵,股票
956,TW0008210006,2011/12/01,上市,電腦及週邊設備業,ESVUFR,,8210,勤誠,股票
957,TW0008213000,2009/12/25,上市,電子零組件業,ESVUFR,,8213,志超,股票
958,TW0008215005,2010/11/12,上市,光電業,ESVUFR,,8215,明基材,股票
959,TW0008222001,2015/01/27,上市,電機機械,ESVUFR,,8222,寶一,股票
960,TW0008249004,2005/05/17,上市,電子零組件業,ESVUFR,,8249,菱光,股票
961,TW0008261009,2009/12/11,上市,半導體業,ESVUFR,,8261,富鼎,股票
962,TW0008271008,2010/12/29,上市,半導體業,ESVUFR,,8271,宇瞻,股票
963,TW0008341009,2015/03/23,上市,綠能環保,ESVUFR,,8341,日友,股票
964,TW0008367004,2018/09/12,上市,航運業,ESVUFR,,8367,建新國際,股票
965,TW0008374000,2008/12/25,上市,電機機械,ESVUFR,,8374,羅昇,股票
966,KYG684631016,2011/05/18,上市,其他業,ESVUFR,,8404,百和興業-KY,股票
967,KYG525911072,2011/11/01,上市,其他業,ESVUFR,,8411,福貞-KY,股票
968,TW0008422007,2011/10/05,上市,綠能環保,ESVUFR,,8422,可寧衛,股票
969,KYG513871015,2012/12/20,上市,貿易百貨業,ESVUFR,,8429,金麗-KY,股票
970,TW0008438003,2022/03/11,上市,綠能環保,ESVUFR,,8438,昶昕,股票
971,KYG981151015,2016/11/08,上市,其他業,ESVUFR,,8442,威宏-KY,股票
972,TW0008443003,2014/09/15,上市,貿易百貨業,ESVUFR,,8443,阿瘦,股票
973,TW0008454000,2014/12/19,上市,數位雲端,ESVUFR,,8454,富邦媒,股票
974,TW0008462003,2019/03/15,上市,運動休閒,ESVUFR,,8462,柏文,股票
975,TW0008463001,2015/07/13,上市,其他業,ESVUFR,,8463,潤泰材,股票
976,TW0008464009,2015/12/22,上市,居家生活,ESVUFR,,8464,億豐,股票
977,KYG332481087,2016/11/01,上市,其他業,ESVUFR,,8466,美吉吉-KY,股票
978,KYG144971044,2015/12/15,上市,運動休閒,ESVUFR,,8467,波力-KY,股票
979,TW0008473000,2016/09/08,上市,綠能環保,ESVUFR,,8473,山林水,股票
980,TW0008476003,2023/10/31,上市,綠能環保,ESVUFR,,8476,台境*,股票
981,TW0008478009,2017/12/11,上市,運動休閒,ESVUFR,,8478,東哥遊艇,股票
982,TW0008481003,2017/02/24,上市,其他業,ESVUFR,,8481,政伸,股票
983,KYG806341015,2018/08/15,上市,居家生活,ESVUFR,,8482,商億-KY,股票
984,KYG5140K1085,2016/12/13,上市,其他業,ESVUFR,,8488,吉源-KY,股票
985,KYG8923R1002,2017/11/24,上市,其他電子業,ESVUFR,,8499,鼎炫-KY,股票
986,TW0008926007,2003/08/25,上市,油電燃氣業,ESVUFR,,8926,台汽電,股票
987,TW0008940008,2009/05/15,上市,觀光餐旅,ESVUFR,,8940,新天地,股票
988,TW0008996000,2014/02/14,上市,電機機械,ESVUFR,,8996,高力,股票
989,KYG368891068,2012/10/18,上市,運動休閒,ESVUFR,,9802,鈺齊-KY,股票
990,TW0009902007,1964/07/14,上市,其他業,ESVUFR,,9902,台火,股票
991,TW0009904003,1990/01/19,上市,運動休閒,ESVUFR,,9904,寶成,股票
992,TW0009905000,1990/08/08,上市,其他業,ESVUFR,,9905,大華,股票
993,TW0009906008,1990/12/15,上市,建材營造業,ESVUFR,,9906,欣巴巴,股票
994,TW0009907006,1991/01/29,上市,其他業,ESVUFR,,9907,統一實,股票
995,TW0009908004,1991/02/06,上市,油電燃氣業,ESVUFR,,9908,大台北,股票
996,TW0009910000,1992/02/18,上市,運動休閒,ESVUFR,,9910,豐泰,股票
997,TW0009911008,1992/07/16,上市,居家生活,ESVUFR,,9911,櫻花,股票
998,TW0009912006,1992/08/08,上市,電腦及週邊設備業,ESVUFR,,9912,偉聯,股票
999,TW0009914002,1992/09/30,上市,運動休閒,ESVUFR,,9914,美利達,股票
1000,TW0009917005,1993/12/08,上市,其他業,ESVUFR,,9917,中保科,股票
1001,TW0009918003,1994/04/26,上市,油電燃氣業,ESVUFR,,9918,欣天然,股票
1002,TW0009919001,1994/11/04,上市,其他業,ESVUFR,,9919,康那香,股票
1003,TW0009921007,1994/12/29,上市,運動休閒,ESVUFR,,9921,巨大,股票
1004,TW0009924001,1995/03/15,上市,居家生活,ESVUFR,,9924,福興,股票
1005,TW0009925008,1995/12/09,上市,其他業,ESVUFR,,9925,新保,股票
1006,TW0009926006,1998/04/08,上市,油電燃氣業,ESVUFR,,9926,新海,股票
1007,TW0009927004,1999/03/12,上市,其他業,ESVUFR,,9927,泰銘,股票
1008,TW0009928002,1999/08/09,上市,其他業,ESVUFR,,9928,中視,股票
1009,TW0009929000,1999/06/28,上市,其他業,ESVUFR,,9929,秋雨,股票
1010,TW0009930008,1999/11/22,上市,綠能環保,ESVUFR,,9930,中聯資源,股票
1011,TW0009931006,2000/03/21,上市,油電燃氣業,ESVUFR,,9931,欣高,股票
1012,TW0009933002,1993/05/28,上市,其他業,ESVUFR,,9933,中鼎,股票
1013,TW0009934000,2000/09/11,上市,居家生活,ESVUFR,,9934,成霖,股票
1014,TW0009935007,2000/09/11,上市,居家生活,ESVUFR,,9935,慶豐富,股票
1015,TW0009937003,2000/09/11,上市,油電燃氣業,ESVUFR,,9937,全國,股票
1016,TW0009938001,2001/01/12,上市,其他業,ESVUFR,,9938,百和,股票
1017,TW0009939009,2001/03/02,上市,其他業,ESVUFR,,9939,宏全,股票
1018,TW0009940007,2001/09/17,上市,其他業,ESVUFR,,9940,信義,股票
1019,TW0009941005,2001/09/17,上市,其他業,ESVUFR,,9941,裕融,股票
1020,TW0009942003,2002/01/28,上市,其他業,ESVUFR,,9942,茂順,股票
1021,TW0009943001,2002/08/26,上市,觀光餐旅,ESVUFR,,9943,好樂迪,股票
1022,TW0009944009,2002/08/26,上市,其他業,ESVUFR,,9944,新麗,股票
1023,TW0009945006,1992/04/30,上市,其他業,ESVUFR,,9945,潤泰新,股票
1024,TW0009946004,2013/09/17,上市,建材營造業,ESVUFR,,9946,三發地產,股票
1025,TW0009955005,2008/01/21,上市,綠能環保,ESVUFR,,9955,佳龍,股票
1026,TW0009958009,2008/03/12,上市,鋼鐵工業,ESVUFR,,9958,世紀鋼,股票
1027,TW0001101B05,2019/01/29,上市,無產業,EPNRAR,,1101B,台泥乙特,特別股
1028,TW0001312A01,1988/12/21,上市,塑膠工業,EPNRQR,,1312A,國喬特,特別股
1029,TW0001522A07,2021/08/10,上市,汽車工業,EPNRAR,,1522A,堤維西甲特,特別股
1030,TW0002002A04,1974/12/26,上市,鋼鐵工業,EPRRQR,,2002A,中鋼特,特別股
1031,TW0002348A07,2021/09/27,上市,其他業,EPNNFB,,2348A,海悅甲特,特別股
1032,TW0002836A06,2021/01/15,上市,金融保險業,EPNRAR,,2836A,高雄銀甲特,特別股
1033,TW0002838A04,2017/12/01,上市,金融保險業,EPNRAR,,2838A,聯邦銀甲特,特別股
1034,TW0002881A00,2016/05/31,上市,金融保險業,EPNRAR,,2881A,富邦特,特別股
1035,TW0002881B09,2018/04/23,上市,金融保險業,EPNRAR,,2881B,富邦金乙特,特別股
1036,TW0002881C08,2021/10/29,上市,金融保險業,EPNRAR,,2881C,富邦金丙特,特別股
1037,TW0002882A09,2017/01/17,上市,金融保險業,EPNRAR,,2882A,國泰特,特別股
1038,TW0002882B08,2018/08/08,上市,金融保險業,EPNRAR,,2882B,國泰金乙特,特別股
1039,TW0002883B07,2021/12/30,上市,金融保險業,EPRRAR,,2883B,凱基金乙特,特別股
1040,TW0002887E00,2017/02/10,上市,金融保險業,EPNRAR,,2887E,台新戊特,特別股
1041,TW0002887F09,2019/01/08,上市,金融保險業,EPNRAR,,2887F,台新戊特二,特別股
1042,TW0002887G08,2025/07/24,上市,金融保險業,EPNRAR,,2887G,台新庚特一,特別股
1043,TW0002887H07,2025/07/24,上市,金融保險業,EPNRAR,,2887H,台新庚特二,特別股
1044,TW0002887I06,2025/07/24,上市,金融保險業,EPNRCR,,2887I,台新辛特,特別股
1045,TW0002887Z13,2022/07/26,上市,金融保險業,EPNCAR,,2887Z1,台新己特,特別股
1046,TW0002891B07,2018/01/26,上市,金融保險業,EPNRAR,,2891B,中信金乙特,特別股
1047,TW0002891C06,2019/05/06,上市,金融保險業,EPNRAR,,2891C,中信金丙特,特別股
1048,TW0002897B01,2024/09/30,上市,金融保險業,EFNRAR,,2897B,王道銀乙特,特別股
1049,TW0003036A02,2020/10/20,上市,無產業,EPNRAR,,3036A,文曄甲特,特別股
1050,KYG202881176,2020/09/10,上市,其他業,EPNRAR,,5871A,中租-KY甲特,特別股
1051,TW0006592A01,2022/09/26,上市,其他業,EPNTAR,,6592A,和潤企業甲特,特別股
1052,TW0006592B00,2023/09/01,上市,無產業,EPNTAR,,6592B,和潤企業乙特,特別股
1053,TW0008112A08,2022/03/07,上市,電子通路業,EPRNAR,,8112A,至上甲特,特別股
1054,TW0009941A03,2018/11/26,上市,其他業,EPNRFR,,9941A,裕融甲特,特別股
1055,TW0002254000,2023/10/20,上市臺灣創新板,汽車工業,ESVUFR,,2254,巨鎧精密-創,創新板
1056,TW0002258001,2023/11/20,上市臺灣創新板,汽車工業,ESVUFR,,2258,鴻華先進-創,創新板
1057,TW0002432002,2023/05/31,上市臺灣創新板,電腦及週邊設備業,ESVUFR,,2432,倚天酷碁-創,創新板
1058,TW0003150009,2024/06/27,上市臺灣創新板,半導體業,ESVUFR,,3150,鈺寶-創,創新板
1059,TW0006423007,2024/05/15,上市臺灣創新板,半導體業,ESVUFR,,6423,億而得-創,創新板
1060,TW0006534001,2023/12/21,上市臺灣創新板,生技醫療業,ESVUFR,,6534,正瀚-創,創新板
1061,TW0006645005,2023/12/21,上市臺灣創新板,生技醫療業,ESVUFR,,6645,金萬林-創,創新板
1062,TW0006771009,2024/05/17,上市臺灣創新板,綠能環保,ESVUFR,,6771,平和環保-創,創新板
1063,TW0006794001,2024/05/21,上市臺灣創新板,生技醫療業,ESVUFR,,6794,向榮生技-創,創新板
1064,KYG7148D1025,2022/08/18,上市臺灣創新板,半導體業,ESVUFR,,6854,錼創科技-KY創,創新板
1065,KYG2954S1030,2024/12/03,上市臺灣創新板,電子零組件業,ESVUFR,,6924,榮惠-KY創,創新板
1066,TW0006949001,2024/03/08,上市臺灣創新板,生技醫療業,ESVUFR,,6949,沛爾生醫-創,創新板
1067,TW0006951007,2024/06/18,上市臺灣創新板,綠能環保,ESVUFR,,6951,青新-創,創新板
1068,TW0006955008,2024/12/06,上市臺灣創新板,生技醫療業,ESVUFR,,6955,邦睿生技-創,創新板
1069,TW0006969009,2024/09/09,上市臺灣創新板,綠能環保,ESVUFR,,6969,成信實業*-創,創新板
1070,TW0006988009,2024/10/23,上市臺灣創新板,汽車工業,ESVUFR,,6988,威力暘-創,創新板
1071,TW0007631B19,2025/03/13,上市臺灣創新板,其他電子業,ESVUFR,,7631,聚賢研發-創,創新板
1072,TW0007740003,2025/06/16,上市臺灣創新板,綠能環保,ESVUFR,,7740,熙特爾-創,創新板
1073,TW0008162009,2024/03/07,上市臺灣創新板,半導體業,ESVUFR,,8162,微矽電子-創,創新板
1074,TW0008487000,2024/03/26,上市臺灣創新板,數位雲端,ESVUFR,,8487,愛爾達-創,創新板
1075,TW0000050004,2003/06/30,上市,無產業,CEOGEU,,0050,元大台灣50,ETF
1076,TW0000051002,2006/08/31,上市,無產業,CEOGEU,,0051,元大中型100,ETF
1077,TW0000052000,2006/09/12,上市,無產業,CEOGEU,,0052,富邦科技,ETF
1078,TW0000053008,2007/07/16,上市,無產業,CEOGEU,,0053,元大電子,ETF
1079,TW0000055003,2007/07/16,上市,無產業,CEOGEU,,0055,元大MSCI金融,ETF
1080,TW0000056001,2007/12/26,上市,無產業,CEOGEU,,0056,元大高股息,ETF
1081,TW0000057009,2008/02/27,上市,無產業,CEOGEU,,0057,富邦摩台,ETF
1082,TW0000061001,2009/08/17,上市,無產業,CEOGEU,,0061,元大寶滬深,ETF
1083,TW0000062033,2011/05/12,上市,無產業,CEOGEU,,006203,元大MSCI台灣,ETF
1084,TW0000062041,2011/09/28,上市,無產業,CEOGEU,,006204,永豐臺灣加權,ETF
1085,TW0000062058,2011/09/26,上市,無產業,CEOGEU,,006205,富邦上証,ETF
1086,TW0000062066,2012/05/11,上市,無產業,CEOGEU,,006206,元大上證50,ETF
1087,TW0000062074,2012/06/22,上市,無產業,CEOGEU,,006207,復華滬深,ETF
1088,TW0000062082,2012/07/17,上市,無產業,CEOGEU,,006208,富邦台50,ETF
1089,TW00000625K4,2016/08/08,上市,無產業,CEOGEU,,00625K,富邦上証+R,ETF
1090,TW00000631L0,2014/10/31,上市,無產業,CEOGDU,,00631L,元大台灣50正2,ETF
1091,TW00000632R5,2014/10/31,上市,無產業,CEOGDU,,00632R,元大台灣50反1,ETF
1092,TW00000633L6,2014/11/25,上市,無產業,CEOGDU,,00633L,富邦上証正2,ETF
1093,TW00000634R1,2014/11/25,上市,無產業,CEOGDU,,00634R,富邦上証反1,ETF
1094,TW00000635U2,2015/04/15,上市,無產業,CEOGDU,,00635U,期元大S&P黃金,ETF
1095,TW0000063601,2015/04/01,上市,無產業,CEOGEU,,00636,國泰中國A50,ETF
1096,TW00000636K1,2017/10/24,上市,無產業,CEOGEU,,00636K,國泰中國A50+U,ETF
1097,TW00000637L7,2015/05/18,上市,無產業,CEOGDU,,00637L,元大滬深300正2,ETF
1098,TW00000638R2,2015/05/18,上市,無產業,CEOGDU,,00638R,元大滬深300反1,ETF
1099,TW0000063908,2015/06/09,上市,無產業,CEOGEU,,00639,富邦深100,ETF
1100,TW00000640L1,2015/09/10,上市,無產業,CEOGDU,,00640L,富邦日本正2,ETF
1101,TW00000641R6,2015/09/10,上市,無產業,CEOGDU,,00641R,富邦日本反1,ETF
1102,TW00000642U8,2015/09/07,上市,無產業,CEOGDU,,00642U,期元大S&P石油,ETF
1103,TW0000064302,2015/12/02,上市,無產業,CEOGEU,,00643,群益深証中小,ETF
1104,TW00000643K7,2016/08/26,上市,無產業,CEOGEU,,00643K,群益深証中小+R,ETF
1105,TW0000064500,2015/11/06,上市,無產業,CEOGEU,,00645,富邦日本,ETF
1106,TW0000064609,2015/12/14,上市,無產業,CEOGEU,,00646,元大S&P500,ETF
1107,TW00000647L6,2015/12/14,上市,無產業,CEOGDU,,00647L,元大S&P500正2,ETF
1108,TW00000648R1,2015/12/14,上市,無產業,CEOGDU,,00648R,元大S&P500反1,ETF
1109,TW00000650L0,2016/01/27,上市,無產業,CEOGDU,,00650L,復華香港正2,ETF
1110,TW00000651R5,2016/01/27,上市,無產業,CEOGDU,,00651R,復華香港反1,ETF
1111,TW0000065200,2016/03/29,上市,無產業,CEOGEU,,00652,富邦印度,ETF
1112,TW00000653L4,2016/03/29,上市,無產業,CEOGEU,,00653L,富邦印度正2,ETF
1113,TW00000654R9,2016/03/29,上市,無產業,CEOGEU,,00654R,富邦印度反1,ETF
1114,TW00000655L9,2016/03/18,上市,無產業,CEOGDU,,00655L,國泰中國A50正2,ETF
1115,TW00000656R4,2016/03/18,上市,無產業,CEOGDU,,00656R,國泰中國A50反1,ETF
1116,TW0000065705,2016/05/09,上市,無產業,CEOGEU,,00657,國泰日經225,ETF
1117,TW00000657K7,2017/10/24,上市,無產業,CEOGEU,,00657K,國泰日經225+U,ETF
1118,TW0000066000,2016/07/15,上市,無產業,CEOGEU,,00660,元大歐洲50,ETF
1119,TW0000066109,2016/07/15,上市,無產業,CEOGEU,,00661,元大日經225,ETF
1120,TW0000066208,2016/06/24,上市,無產業,CEOGEU,,00662,富邦NASDAQ,ETF
1121,TW00000663L3,2016/07/14,上市,無產業,CEOGDU,,00663L,國泰臺灣加權正2,ETF
1122,TW00000664R8,2016/07/14,上市,無產業,CEOGDU,,00664R,國泰臺灣加權反1,ETF
1123,TW00000665L8,2016/08/05,上市,無產業,CEOGDU,,00665L,富邦恒生國企正2,ETF
1124,TW00000666R3,2016/08/05,上市,無產業,CEOGDU,,00666R,富邦恒生國企反1,ETF
1125,TW0000066802,2016/10/17,上市,無產業,CEOGEU,,00668,國泰美國道瓊,ETF
1126,TW00000668K4,2017/10/24,上市,無產業,CEOGEU,,00668K,國泰美國道瓊+U,ETF
1127,TW00000669R7,2016/10/17,上市,無產業,CEOGEU,,00669R,國泰美國道瓊反1,ETF
1128,TW00000670L8,2017/02/21,上市,無產業,CEOGDU,,00670L,富邦NASDAQ正2,ETF
1129,TW00000671R3,2017/02/21,上市,無產業,CEOGDU,,00671R,富邦NASDAQ反1,ETF
1130,TW00000673R9,2016/10/07,上市,無產業,CEOGDU,,00673R,期元大S&P原油反1,ETF
1131,TW00000674R7,2016/10/07,上市,無產業,CEOGDU,,00674R,期元大S&P黃金反1,ETF
1132,TW00000675L7,2016/10/05,上市,無產業,CEOGDU,,00675L,富邦臺灣加權正2,ETF
1133,TW00000676R2,2016/10/05,上市,無產業,CEOGDU,,00676R,富邦臺灣加權反1,ETF
1134,TW0000067800,2017/01/09,上市,無產業,CEOGEU,,00678,群益那斯達克生技,ETF
1135,TW00000680L7,2017/01/17,上市,無產業,CEOGDU,,00680L,元大美債20正2,ETF
1136,TW00000681R2,2017/01/17,上市,無產業,CEOGDU,,00681R,元大美債20反1,ETF
1137,TW00000682U4,2017/03/14,上市,無產業,CEOGMU,,00682U,期元大美元指數,ETF
1138,TW00000683L1,2017/03/14,上市,無產業,CEOGMU,,00683L,期元大美元指正2,ETF
1139,TW00000684R6,2017/03/14,上市,無產業,CEOGMU,,00684R,期元大美元指反1,ETF
1140,TW00000685L6,2017/03/30,上市,無產業,CEOGEU,,00685L,群益臺灣加權正2,ETF
1141,TW00000686R1,2017/03/30,上市,無產業,CEOGEU,,00686R,群益臺灣加權反1,ETF
1142,TW00000688L0,2017/04/13,上市,無產業,CEOGBU,,00688L,國泰20年美債正2,ETF
1143,TW00000689R5,2017/04/13,上市,無產業,CEOGBU,,00689R,國泰20年美債反1,ETF
1144,TW0000069004,2017/03/31,上市,無產業,CEOGEU,,00690,兆豐藍籌30,ETF
1145,TW0000069202,2017/05/17,上市,無產業,CEOGEU,,00692,富邦公司治理,ETF
1146,TW00000693U1,2017/04/25,上市,無產業,CEOGCU,,00693U,期街口S&P黃豆,ETF
1147,TW0000070002,2017/07/21,上市,無產業,CEOGEU,,00700,富邦恒生國企,ETF
