,國際證券辨識號碼,上市日,市場別,產業別,CFICode,備註,股票代號,股票名稱,類型
1156,TW00000711B1,2017/08/21,上市,無產業,CEOIBU,,00711B,復華彭博新興債,ETF
1157,TW0000071208,2017/08/21,上市,無產業,CEOIEU,,00712,復華富時不動產,ETF
1158,TW0000071307,2017/09/27,上市,無產業,CEOJEU,,00713,元大台灣高息低波,ETF
1159,TW0000071406,2017/10/27,上市,無產業,CEOIRU,,00714,群益道瓊美國地產,ETF
1160,TW00000715L1,2017/11/16,上市,無產業,CEOGDU,,00715L,期街口S&P布蘭特油正2,ETF
1161,TW0000071703,2017/11/29,上市,無產業,CEOIEU,,00717,富邦美國特別股,ETF
1162,TW0000072800,2018/04/18,上市,無產業,CEOGEU,,00728,第一金工業30,ETF
1163,TW0000073006,2018/02/08,上市,無產業,CEOIEU,,00730,富邦臺灣優質高息,ETF
1164,TW0000073105,2018/04/20,上市,無產業,CEOIEU,,00731,復華富時高息低波,ETF
1165,TW0000073303,2018/05/17,上市,無產業,CEOIEU,,00733,富邦臺灣中小,ETF
1166,TW0000073501,2018/06/11,上市,無產業,CEOJEU,,00735,國泰臺韓科技,ETF
1167,TW0000073600,2018/06/11,上市,無產業,CEOJEU,,00736,國泰新興市場,ETF
1168,TW0000073709,2018/06/11,上市,無產業,CEOGEU,,00737,國泰AI機器人,ETF
1169,TW00000738U4,2018/06/01,上市,無產業,CEOGCU,,00738U,期元大道瓊白銀,ETF
1170,TW0000073907,2018/06/27,上市,無產業,CEOJEU,,00739,元大MSCI A股,ETF
1171,TW0000075209,2018/10/31,上市,無產業,CEOGEU,,00752,中信中國50,ETF
1172,TW00000753L2,2018/10/31,上市,無產業,CEOGEU,,00753L,中信中國50正2,ETF
1173,TW0000075704,2018/12/06,上市,無產業,CEOGEU,,00757,統一FANG+,ETF
1174,TW0000076207,2019/01/23,上市,無產業,CEOJEU,,00762,元大全球AI,ETF
1175,TW00000763U2,2018/12/19,上市,無產業,CEOGDU,,00763U,期街口道瓊銅,ETF
1176,TW0000077007,2019/01/29,上市,無產業,CEOJEU,,00770,國泰北美科技,ETF
1177,TW0000077106,2019/05/16,上市,無產業,CEOJEU,,00771,元大US高息特別股,ETF
1178,TW00000775B6,2019/02/15,上市,無產業,CEOIBU,,00775B,新光投等債15+,ETF
1179,TW0000078302,2019/03/27,上市,無產業,CEOGEU,,00783,富邦中証500,ETF
1180,TW0000083005,2019/05/03,上市,無產業,CEOJEU,,00830,國泰費城半導體,ETF
1181,TW0000085000,2019/08/23,上市,無產業,CEOIEU,,00850,元大臺灣ESG永續,ETF
1182,TW0000085109,2019/08/12,上市,無產業,CEOIEU,,00851,台新全球AI,ETF
1183,TW00000852L2,2019/08/22,上市,無產業,CEOJLU,,00852L,國泰美國道瓊正2,ETF
1184,TW0000086107,2019/11/19,上市,無產業,CEOJEU,,00861,元大全球未來通訊,ETF
1185,TW00000865B5,2019/11/25,上市,無產業,CEOGBU,,00865B,國泰US短期公債,ETF
1186,TW0000087501,2020/03/30,上市,無產業,CEOGEU,,00875,國泰網路資安,ETF
1187,TW0000087600,2020/07/07,上市,無產業,CEOJEU,,00876,元大全球5G,ETF
1188,TW0000087808,2020/07/20,上市,無產業,CEOJEU,,00878,國泰永續高股息,ETF
1189,TW0000088103,2020/12/10,上市,無產業,CEOJEU,,00881,國泰台灣科技龍頭,ETF
1190,TW0000088202,2021/02/04,上市,無產業,CEOIEU,,00882,中信中國高股息,ETF
1191,TW0000088509,2021/04/19,上市,無產業,CEOGEU,,00885,富邦越南,ETF
1192,TW0000089101,2021/05/28,上市,無產業,CEOIEU,,00891,中信關鍵半導體,ETF
1193,TW0000089200,2021/06/10,上市,無產業,CEOIEU,,00892,富邦台灣半導體,ETF
1194,TW0000089309,2021/07/01,上市,無產業,CEOGEU,,00893,國泰智能電動車,ETF
1195,TW0000089408,2021/08/13,上市,無產業,CEOIEU,,00894,中信小資高價30,ETF
1196,TW0000089507,2021/08/12,上市,無產業,CEOGEU,,00895,富邦未來車,ETF
1197,TW0000089606,2021/09/16,上市,無產業,CEOIEU,,00896,中信綠能及電動車,ETF
1198,TW0000089705,2021/10/04,上市,無產業,CEOGEU,,00897,富邦基因免疫生技,ETF
1199,TW0000089804,2021/11/22,上市,無產業,CEOGEU,,00898,國泰基因免疫革命,ETF
1200,TW0000089903,2022/01/21,上市,無產業,CEOGEU,,00899,FT潔淨能源,ETF
1201,TW0000090000,2021/12/22,上市,無產業,CEOIEU,,00900,富邦特選高股息30,ETF
1202,TW0000090109,2021/12/15,上市,無產業,CEOIEU,,00901,永豐智能車供應鏈,ETF
1203,TW0000090208,2022/01/25,上市,無產業,CEOIEU,,00902,中信電池及儲能,ETF
1204,TW0000090307,2022/01/24,上市,無產業,CEOIEU,,00903,富邦元宇宙,ETF
1205,TW0000090406,2022/03/07,上市,無產業,CEOIEU,,00904,新光臺灣半導體30,ETF
1206,TW0000090505,2022/04/21,上市,無產業,CEOIEU,,00905,FT臺灣SMART,ETF
1207,TW0000090703,2022/05/24,上市,無產業,CEOIEU,,00907,永豐優息存股,ETF
1208,TW0000090802,2022/05/20,上市,無產業,CEOIEU,,00908,富邦入息REITs+,ETF
1209,TW0000090901,2022/07/13,上市,無產業,CEOGEU,,00909,國泰數位支付服務,ETF
1210,TW0000091008,2022/07/20,上市,無產業,CEOGEU,,00910,第一金太空衛星,ETF
1211,TW0000091107,2022/06/27,上市,無產業,CEOGEU,,00911,兆豐洲際半導體,ETF
1212,TW0000091206,2022/06/29,上市,無產業,CEOIEU,,00912,中信臺灣智慧50,ETF
1213,TW0000091305,2022/08/08,上市,無產業,CEOGEU,,00913,兆豐台灣晶圓製造,ETF
1214,TW0000091503,2022/08/09,上市,無產業,CEOIEU,,00915,凱基優選高股息30,ETF
1215,TW0000091602,2022/09/26,上市,無產業,CEOJEU,,00916,國泰全球品牌50,ETF
1216,TW0000091701,2022/08/26,上市,無產業,CEOIEU,,00917,中信特選金融,ETF
1217,TW0000091800,2022/11/24,上市,無產業,CEOGEU,,00918,大華優利高填息30,ETF
1218,TW0000091909,2022/10/20,上市,無產業,CEOIEU,,00919,群益台灣精選高息,ETF
1219,TW0000092006,2022/10/20,上市,無產業,CEOIEU,,00920,富邦ESG綠色電力,ETF
1220,TW0000092105,2023/01/13,上市,無產業,CEOGEU,,00921,兆豐龍頭等權重,ETF
1221,TW0000092204,2023/03/27,上市,無產業,CEOJEU,,00922,國泰台灣領袖50,ETF
1222,TW0000092303,2023/03/08,上市,無產業,CEOIEU,,00923,群益台ESG低碳50,ETF
1223,TW0000092402,2023/04/26,上市,無產業,CEOGEU,,00924,復華S&P500成長,ETF
1224,TW0000092600,2023/06/02,上市,無產業,CEOIEU,,00926,凱基全球菁英55,ETF
1225,TW0000092709,2023/06/06,上市,無產業,CEOIEU,,00927,群益半導體收益,ETF
1226,TW0000092907,2023/06/09,上市,無產業,CEOIEU,,00929,復華台灣科技優息,ETF
1227,TW0000093004,2023/07/13,上市,無產業,CEOIEU,,00930,永豐ESG低碳高息,ETF
1228,TW0000093202,2023/09/01,上市,無產業,CEOGEU,,00932,兆豐永續高息等權,ETF
1229,TW0000093400,2023/11/01,上市,無產業,CEOIEU,,00934,中信成長高股息,ETF
1230,TW0000093509,2023/11/01,上市,無產業,CEOIEU,,00935,野村臺灣新科技50,ETF
1231,TW0000093608,2023/11/08,上市,無產業,CEOIEU,,00936,台新永續高息中小,ETF
1232,TW0000093806,2024/10/23,上市,無產業,CEOIEU,,00938,凱基優選30,ETF
1233,TW0000093905,2024/03/20,上市,無產業,CEOIEU,,00939,統一台灣高息動能,ETF
1234,TW0000094002,2024/04/01,上市,無產業,CEOIEU,,00940,元大台灣價值高息,ETF
1235,TW0000094101,2024/03/15,上市,無產業,CEOIEU,,00941,中信上游半導體,ETF
1236,TW0000094309,2024/05/20,上市,無產業,CEOGEU,,00943,兆豐電子高息等權,ETF
1237,TW0000094408,2024/05/09,上市,無產業,CEOIEU,,00944,野村趨勢動能高息,ETF
1238,TW00000945B5,2024/05/02,上市,無產業,CEOIBU,,00945B,凱基美國非投等債,ETF
1239,TW0000094606,2024/05/09,上市,無產業,CEOIEU,,00946,群益科技高息成長,ETF
1240,TW0000094705,2024/06/12,上市,無產業,CEOIEU,,00947,台新臺灣IC設計,ETF
1241,TW0000094903,2024/07/01,上市,無產業,CEOIEU,,00949,復華日本龍頭,ETF
1242,TW0000095108,2024/07/25,上市,無產業,CEOIEU,,00951,台新日本半導體,ETF
1243,TW0000095207,2024/09/05,上市,無產業,CEOIEU,,00952,凱基台灣AI50,ETF
1244,TW00000953B9,2024/08/21,上市,無產業,CEOIBU,,00953B,群益優選非投等債,ETF
1245,TW0000095405,2024/08/20,上市,無產業,CEOIEU,,00954,中信日本半導體,ETF
1246,TW0000095603,2024/08/20,上市,無產業,CEOIEU,,00956,中信日經高股息,ETF
1247,TW0000096007,2024/09/20,上市,無產業,CEOIEU,,00960,野村全球航運龍頭,ETF
1248,TW0000096106,2024/10/15,上市,無產業,CEOIEU,,00961,FT臺灣永續高息,ETF
1249,TW0000096205,2024/12/06,上市,無產業,CEOIEU,,00962,台新AI優息動能,ETF
1250,TW0000096304,2024/11/14,上市,無產業,CEOIEU,,00963,中信全球高股息,ETF
1251,TW0000096403,2024/11/14,上市,無產業,CEOIEU,,00964,中信亞太高股息,ETF
1252,TW0000096502,2024/11/26,上市,無產業,CEOIEU,,00965,元大航太防衛科技,ETF
1253,TW0000097104,2025/01/09,上市,無產業,CEOIEU,,00971,野村美國研發龍頭,ETF
1254,TW0000097203,2025/01/09,上市,無產業,CEOIEU,,00972,野村日本動能高息,ETF
1255,TW0000098003,2025/02/11,上市,無產業,CEOIEU,,009800,中信NASDAQ,ETF
1256,TW0000098011,2025/02/11,上市,無產業,CEOIEU,,009801,中信美國創新科技,ETF
1257,TW0000098029,2025/03/19,上市,無產業,CEOIEU,,009802,富邦旗艦50,ETF
1258,TW0000098037,2025/03/13,上市,無產業,CEOIEU,,009803,保德信市值動能50,ETF
1259,TW0000098045,2025/04/16,上市,無產業,CEOIEU,,009804,聯邦台精彩50,ETF
1260,TW0000098052,2025/05/13,上市,無產業,CEOIEU,,009805,新光美國電力基建,ETF
1261,TW0000098086,2025/05/16,上市,無產業,CEOGEU,,009808,華南永昌優選50,ETF
1262,TW00000980A4,2025/05/05,上市,無產業,CEOIEU,,00980A,主動野村臺灣優選,ETF
1263,TW0000098102,2025/07/16,上市,無產業,CEOIEU,,009810,保德信全球藍籌,ETF
1264,TW0000098110,2025/07/29,上市,無產業,CEOIEU,,009811,統一美國50,ETF
1265,TW00000981A2,2025/05/27,上市,無產業,CEOIEU,,00981A,主動統一台股增長,ETF
1266,TW00000982A0,2025/05/22,上市,無產業,CEOIEU,,00982A,主動群益台灣強棒,ETF
1267,TW00000983A8,2025/06/18,上市,無產業,CEOIEU,,00983A,主動中信ARK創新,ETF
1268,TW00000984A6,2025/07/14,上市,無產業,CEOIEU,,00984A,主動安聯台灣高息,ETF
1269,TW00000985A3,2025/07/21,上市,無產業,CEOIEU,,00985A,主動野村台灣50,ETF
1270,TW0000200005,2019/04/30,上市,無產業,CMXXXU,,020000,富邦特選蘋果N,ETN
1271,TW0000200112,2019/12/03,上市,無產業,CMXXXU,,020011,統一微波高息20N,ETN
1272,TW0000200120,2019/12/20,上市,無產業,CMXXXU,,020012,富邦行動通訊N,ETN
1273,TW00002001L4,2020/04/16,上市,無產業,CMXXXU,,02001L,富邦蘋果正二N,ETN
1274,TW00002001R1,2020/04/16,上市,無產業,CMXXXU,,02001R,富邦蘋果反一N,ETN
1275,TW00002001S9,2022/12/05,上市,無產業,CMXXXU,,02001S,策元大加權策略N,ETN
1276,TW0000200203,2020/11/02,上市,無產業,CMXXXU,,020020,元大台股領航N,ETN
1277,TW0000200286,2021/09/27,上市,無產業,CMXXXU,,020028,元大特選電動車N,ETN
1278,TW0000200294,2021/11/01,上市,無產業,CMXXXU,,020029,元大ESG高股息N,ETN
1279,TW0000200302,2021/11/26,上市,無產業,CMXXXU,,020030,統一智慧電動車N,ETN
1280,TW0000200310,2022/03/31,上市,無產業,CMXXXU,,020031,統一IC設計臺灣N,ETN
1281,TW0000200328,2022/04/25,上市,無產業,CMXXXU,,020032,元大綠能N,ETN
1282,TW0000200344,2022/06/01,上市,無產業,CMXXXU,,020034,元大IC設計N,ETN
1283,TW0000200369,2023/04/17,上市,無產業,CMXXXU,,020036,元大金融配息N,ETN
1284,TW0000200377,2023/04/17,上市,無產業,CMXXXU,,020037,元大金融高股息N,ETN
1285,TW0000200385,2023/07/03,上市,無產業,CMXXXU,,020038,元大ESG配息N,ETN
1286,TW0000200393,2023/10/16,上市,無產業,CMXXXU,,020039,元大加權N,ETN
1287,TW0009103002,2002/12/13,上市,無產業,EDSDDR,,9103,美德醫療-DR,臺灣存託憑證(TDR)
1288,TW0009103226,2009/12/16,上市,無產業,EDSDDR,,910322,康師傅-DR,臺灣存託憑證(TDR)
1289,TW0009105007,2003/09/22,上市,無產業,EDSDDR,,9105,泰金寶-DR,臺灣存託憑證(TDR)
1290,TW0009108613,2010/11/24,上市,無產業,EDSDDR,,910861,神州-DR,臺灣存託憑證(TDR)
1291,TW0009110007,2009/12/03,上市,無產業,EDSDDR,,9110,越南控-DR,臺灣存託憑證(TDR)
1292,TW0009116087,2010/10/20,上市,無產業,EDSDDR,,911608,明輝-DR,臺灣存託憑證(TDR)
1293,TW0009116228,2011/09/29,上市,無產業,EDSDDR,,911622,泰聚亨-DR,臺灣存託憑證(TDR)
1294,TW0009118687,2009/12/22,上市,無產業,EDSDDR,,911868,同方友友-DR,臺灣存託憑證(TDR)
1295,TW0009120006,2011/04/25,上市,無產業,EDSDDR,,912000,晨訊科-DR,臺灣存託憑證(TDR)
1296,TW0009136002,2009/05/25,上市,無產業,EDSDDR,,9136,巨騰-DR,臺灣存託憑證(TDR)
1297,TW00001001T8,2005/03/10,上市,無產業,CBCIXU,,01001T,土銀富邦R1,受益證券-不動產投資信託
1298,TW00001002T6,2005/10/03,上市,無產業,CBCIXU,,01002T,土銀國泰R1,受益證券-不動產投資信託
1299,TW00001004T2,2006/04/13,上市,無產業,CBCIXU,,01004T,土銀富邦R2,受益證券-不動產投資信託
1300,TW00001007T5,2006/10/13,上市,無產業,CBCIXU,,01007T,兆豐國泰R2,受益證券-不動產投資信託
1301,TW00001009T1,2018/06/21,上市,無產業,CBCIXU,,01009T,王道圓滿R1,受益證券-不動產投資信託
1302,TW00001010T9,2018/12/05,上市,無產業,CBCIXU,,01010T,京城樂富R1,受益證券-不動產投資信託
1303,TW0000062017,2011/01/27,上櫃,無產業,CEOGEU,,006201,元大富櫃50,ETF
1304,TW00000679B0,2017/01/17,上櫃,無產業,CEOIBU,,00679B,元大美債20年,ETF
1305,TW00000687B3,2017/04/13,上櫃,無產業,CEOJBU,,00687B,國泰20年美債,ETF
1306,TW00000687C1,2025/01/10,上櫃,無產業,CEOGBU,,00687C,國泰20年美債+櫃U,ETF
1307,TW00000694B9,2017/06/08,上櫃,無產業,CEOGBU,,00694B,富邦美債1-3年,ETF
1308,TW00000695B6,2017/06/08,上櫃,無產業,CEOGBU,,00695B,富邦美債7-10年,ETF
1309,TW00000696B4,2017/06/08,上櫃,無產業,CEOGBU,,00696B,富邦美債20年,ETF
1310,TW00000697B2,2017/06/23,上櫃,無產業,CEOGBU,,00697B,元大美債7-10,ETF
1311,TW00000719B4,2018/02/01,上櫃,無產業,CEOJBU,,00719B,元大美債1-3,ETF
1312,TW00000720B2,2018/02/01,上櫃,無產業,CEOJBU,,00720B,元大投資級公司債,ETF
1313,TW00000722B8,2017/12/15,上櫃,無產業,CEOIBU,,00722B,群益投資級電信債,ETF
1314,TW00000723B6,2017/12/15,上櫃,無產業,CEOIBU,,00723B,群益投資級科技債,ETF
1315,TW00000724B4,2017/12/15,上櫃,無產業,CEOIBU,,00724B,群益投資級金融債,ETF
1316,TW00000725B1,2018/02/07,上櫃,無產業,CEOJBU,,00725B,國泰投資級公司債,ETF
1317,TW00000726B9,2018/02/07,上櫃,無產業,CEOJBU,,00726B,國泰新興投等債,ETF
1318,TW00000727B7,2018/02/07,上櫃,無產業,CEOIBU,,00727B,國泰優選非投等債,ETF
1319,TW00000734B3,2018/05/24,上櫃,無產業,CEOIBU,,00734B,台新JPM新興債,ETF
1320,TW00000740B0,2018/06/08,上櫃,無產業,CEOIBU,,00740B,富邦全球投等債,ETF
1321,TW00000741B8,2018/06/08,上櫃,無產業,CEOIBU,,00741B,富邦全球非投等債,ETF
1322,TW00000746B7,2018/08/15,上櫃,無產業,CEOIBU,,00746B,富邦A級公司債,ETF
1323,TW00000749B1,2018/09/20,上櫃,無產業,CEOIBU,,00749B,凱基新興債10+,ETF
1324,TW00000750B9,2018/09/20,上櫃,無產業,CEOIBU,,00750B,凱基科技債10+,ETF
1325,TW00000751B7,2018/10/03,上櫃,無產業,CEOJBU,,00751B,元大AAA至A公司債,ETF
1326,TW00000754B1,2018/10/22,上櫃,無產業,CEOIBU,,00754B,群益AAA-AA公司債,ETF
1327,TW00000755B8,2018/10/22,上櫃,無產業,CEOIBU,,00755B,群益投資級公用債,ETF
1328,TW00000756B6,2018/10/22,上櫃,無產業,CEOIBU,,00756B,群益投等新興公債,ETF
1329,TW00000758B2,2018/11/14,上櫃,無產業,CEOIBU,,00758B,復華能源債,ETF
1330,TW00000759B0,2018/11/14,上櫃,無產業,CEOIBU,,00759B,復華製藥債,ETF
1331,TW00000760B8,2018/11/14,上櫃,無產業,CEOIBU,,00760B,復華新興企業債,ETF
1332,TW00000761B6,2018/11/30,上櫃,無產業,CEOJBU,,00761B,國泰A級公司債,ETF
1333,TW00000764B0,2018/12/24,上櫃,無產業,CEOIBU,,00764B,群益25年美債,ETF
1334,TW00000768B1,2019/01/28,上櫃,無產業,CEOGBU,,00768B,復華20年美債,ETF
1335,TW00000772B3,2019/01/29,上櫃,無產業,CEOJBU,,00772B,中信高評級公司債,ETF
1336,TW00000773B1,2019/01/29,上櫃,無產業,CEOJBU,,00773B,中信優先金融債,ETF
1337,TW00000777B2,2019/02/14,上櫃,無產業,CEOIBU,,00777B,凱基AAA至A公司債,ETF
1338,TW00000778B0,2019/02/14,上櫃,無產業,CEOIBU,,00778B,凱基金融債20+,ETF
1339,TW00000779B8,2019/02/14,上櫃,無產業,CEOIBU,,00779B,凱基美債25+,ETF
1340,TW00000780B6,2019/03/07,上櫃,無產業,CEOJBU,,00780B,國泰A級金融債,ETF
1341,TW00000781B4,2019/03/07,上櫃,無產業,CEOJBU,,00781B,國泰A級科技債,ETF
1342,TW00000782B2,2019/03/07,上櫃,無產業,CEOJBU,,00782B,國泰A級公用債,ETF
1343,TW00000785B5,2019/03/27,上櫃,無產業,CEOIBU,,00785B,富邦金融投等債,ETF
1344,TW00000786B3,2019/04/02,上櫃,無產業,CEOJBU,,00786B,元大10年IG銀行債,ETF
1345,TW00000787B1,2019/04/02,上櫃,無產業,CEOJBU,,00787B,元大10年IG醫療債,ETF
1346,TW00000788B9,2019/04/02,上櫃,無產業,CEOJBU,,00788B,元大10年IG電能債,ETF
1347,TW00000789B7,2019/03/20,上櫃,無產業,CEOIBU,,00789B,復華公司債A3,ETF
1348,TW00000791B3,2019/03/20,上櫃,無產業,CEOIBU,,00791B,復華信用債1-5,ETF
1349,TW00000792B1,2019/04/03,上櫃,無產業,CEOIBU,,00792B,群益A級公司債,ETF
1350,TW00000793B9,2019/04/03,上櫃,無產業,CEOIRU,,00793B,群益AAA-A醫療債,ETF
1351,TW00000794B7,2019/04/30,上櫃,無產業,CEOIBU,,00794B,群益7+中國政金債,ETF
1352,TW00000795B4,2019/04/11,上櫃,無產業,CEOIBU,,00795B,中信美國公債20年,ETF
1353,TW00000799B6,2019/05/03,上櫃,無產業,CEOJBU,,00799B,國泰A級醫療債,ETF
1354,TW00000834B1,2019/05/09,上櫃,無產業,CEOIBU,,00834B,第一金金融債10+,ETF
1355,TW00000836B6,2019/05/22,上櫃,無產業,CEOIBU,,00836B,永豐10年A公司債,ETF
1356,TW00000838B2,2019/06/13,上櫃,無產業,CEOIBU,,00838B,永豐7-10年中國債,ETF
1357,TW00000840B8,2019/06/10,上櫃,無產業,CEOIBU,,00840B,凱基IG精選15+,ETF
1358,TW00000841B6,2019/06/10,上櫃,無產業,CEOIBU,,00841B,凱基AAA-AA公司債,ETF
1359,TW00000842B4,2019/06/14,上櫃,無產業,CEOIBU,,00842B,台新美元銀行債,ETF
1360,TW00000844B0,2019/07/18,上櫃,無產業,CEOIBU,,00844B,新光15年IG金融債,ETF
1361,TW00000845B7,2019/07/16,上櫃,無產業,CEOIBU,,00845B,富邦新興投等債,ETF
1362,TW00000846B5,2019/07/16,上櫃,無產業,CEOIBU,,00846B,富邦歐洲銀行債,ETF
1363,TW00000847B3,2019/07/30,上櫃,無產業,CEOJBU,,00847B,中信美國市政債,ETF
1364,TW00000848B1,2019/07/30,上櫃,無產業,CEOJBU,,00848B,中信新興亞洲債,ETF
1365,TW00000849B9,2019/07/30,上櫃,無產業,CEOJBU,,00849B,中信EM主權債0-5,ETF
1366,TW00000853B1,2019/09/04,上櫃,無產業,CEOIBU,,00853B,統一美債10年Aa-A,ETF
1367,TW00000856B4,2019/09/30,上櫃,無產業,CEOIBU,,00856B,永豐1-3年美公債,ETF
1368,TW00000857B2,2019/09/30,上櫃,無產業,CEOIBU,,00857B,永豐20年美公債,ETF
1369,TW0000085802,2019/09/30,上櫃,無產業,CEOIEU,,00858,永豐美國500大,ETF
1370,TW00000859B8,2019/10/18,上櫃,無產業,CEOIBU,,00859B,群益0-1年美債,ETF
1371,TW00000860B6,2019/10/18,上櫃,無產業,CEOIBU,,00860B,群益1-5Y投資級債,ETF
1372,TW00000862B2,2019/10/18,上櫃,無產業,CEOIBU,,00862B,中信投資級公司債,ETF
1373,TW00000863B0,2019/10/18,上櫃,無產業,CEOIBU,,00863B,中信全球電信債,ETF
1374,TW00000864B8,2019/10/18,上櫃,無產業,CEOGBU,,00864B,中信美國公債0-1,ETF
1375,TW00000867B1,2019/11/15,上櫃,無產業,CEOIBU,,00867B,新光A-BBB電信債,ETF
1376,TW00000870B5,2020/01/09,上櫃,無產業,CEOJBU,,00870B,元大15年EM主權債,ETF
1377,TW0000087709,2020/07/22,上櫃,無產業,CEOGEU,,00877,復華中國5G,ETF
1378,TW00000883B8,2021/02/04,上櫃,無產業,CEOIBU,,00883B,中信ESG投資級債,ETF
1379,TW00000884B6,2021/02/04,上櫃,無產業,CEOIBU,,00884B,中信低碳新興債,ETF
1380,TW0000088608,2021/03/31,上櫃,無產業,CEOGEU,,00886,永豐美國科技,ETF
1381,TW0000088707,2021/03/31,上櫃,無產業,CEOGEU,,00887,永豐中國科技50大,ETF
1382,TW0000088806,2021/03/31,上櫃,無產業,CEOIEU,,00888,永豐台灣ESG,ETF
1383,TW00000890B3,2021/05/10,上櫃,無產業,CEOIBU,,00890B,凱基ESG BBB 債 15+,ETF
1384,TW0000092808,2023/05/24,上櫃,無產業,CEOIEU,,00928,中信上櫃ESG 30,ETF
1385,TW00000931B5,2023/08/07,上櫃,無產業,CEOIBU,,00931B,統一美債20年,ETF
1386,TW00000933B1,2023/10/19,上櫃,無產業,CEOJBU,,00933B,國泰10Y+金融債,ETF
1387,TW00000937B2,2023/12/05,上櫃,無產業,CEOIBU,,00937B,群益ESG投等債20+,ETF
1388,TW00000942B2,2024/04/18,上櫃,無產業,CEOIBU,,00942B,台新美A公司債20+,ETF
1389,TW00000948B9,2024/06/12,上櫃,無產業,CEOIBU,,00948B,中信優息投資級債,ETF
1390,TW00000950B5,2024/07/09,上櫃,無產業,CEOIBU,,00950B,凱基A級公司債,ETF
1391,TW0000095504,2024/08/20,上櫃,無產業,CEOIEU,,00955,中信日本商社,ETF
1392,TW00000957B0,2024/09/10,上櫃,無產業,CEOIBU,,00957B,兆豐US優選投等債,ETF
1393,TW00000958B8,2024/09/18,上櫃,無產業,CEOIBU,,00958B,永豐ESG銀行債15+,ETF
1394,TW00000959B6,2024/08/28,上櫃,無產業,CEOIBU,,00959B,大華投等美債15Y+,ETF
1395,TW00000966B1,2024/12/16,上櫃,無產業,CEOIBU,,00966B,統一ESG投等債15+,ETF
1396,TW00000967B9,2024/12/09,上櫃,無產業,CEOIBU,,00967B,元大優息美債,ETF
1397,TW00000968B7,2024/12/09,上櫃,無產業,CEOIBU,,00968B,元大優息投等債,ETF
1398,TW00000969B5,2024/12/09,上櫃,無產業,CEOIBU,,00969B,元大零息超長美債,ETF
1399,TW00000970B3,2024/12/17,上櫃,無產業,CEOIBU,,00970B,新光BBB投等債20+,ETF
1400,TW0000098060,2025/05/28,上櫃,無產業,CEOIEU,,009806,台新標普500,ETF
1401,TW0000098078,2025/05/28,上櫃,無產業,CEOIEU,,009807,台新標普科技精選,ETF
1402,TW00000980B2,2025/01/22,上櫃,無產業,CEOIBU,,00980B,台新特選IG債10+,ETF
1403,TW00000980D8,2025/08/04,上櫃,無產業,CEOIBU,,00980D,主動聯博投等入息,ETF
1404,TW00000980T4,2025/08/15,上櫃,無產業,CEOJLU,,00980T,平衡凱基美國TOP,ETF
1405,TW00000981B0,2025/03/10,上櫃,無產業,CEOIBU,,00981B,第一金優選非投債,ETF
1406,TW00000982B8,2025/04/28,上櫃,無產業,CEOIBU,,00982B,FT投資級債20+,ETF
1407,TW00000983B6,2025/05/13,上櫃,無產業,CEOIBU,,00983B,大華優利美公債20,ETF
1408,TW00000984B4,2025/05/13,上櫃,無產業,CEOIBU,,00984B,大華優利美A債15,ETF
1409,TW0000200013,2019/04/30,上櫃,無產業,CMXXXU,,020001,富邦存股雙十N,ETN
1410,TW00002001B5,2020/12/29,上櫃,無產業,CMXXXU,,02001B,統一美國政府債N,ETN
1411,TW0000200237,2020/12/08,上櫃,無產業,CMXXXU,,020023,元大櫃買半導體N,ETN
1412,TW0000200252,2021/07/22,上櫃,無產業,CMXXXU,,020025,統一亞洲半導體N,ETN
1413,TW0000200278,2021/07/19,上櫃,無產業,CMXXXU,,020027,元大上櫃ESG成長N,ETN
1414,TW0000200336,2022/05/25,上櫃,無產業,CMXXXU,,020033,統一恆生科期N,ETN
1415,TW0000200351,2022/10/03,上櫃,無產業,CMXXXU,,020035,元大上櫃ESG高息N,ETN
1416,TW0000200401,2023/12/18,上櫃,無產業,CMXXXU,,020040,元大上櫃ESG龍頭N,ETN
1417,TW0000200419,2023/12/25,上櫃,無產業,CMXXXU,,020041,兆豐半導體氣候N,ETN
1418,TW0001240000,2018/08/08,上櫃,農業科技業,ESVUFR,,1240,茂生農經,股票
1419,TW0001259000,2011/12/15,上櫃,觀光餐旅,ESVUFR,,1259,安心,股票
1420,TW0001264000,2015/04/09,上櫃,食品工業,ESVUFR,,1264,德麥,股票
1421,TW0001268001,2017/09/27,上櫃,觀光餐旅,ESVUFR,,1268,漢來美食,股票
1422,TW0001294007,2024/09/26,上櫃,食品工業,ESVUFR,,1294,漢田生技,股票
1423,TW0001295004,2025/05/27,上櫃,食品工業,ESVUFR,,1295,生合,股票
1424,TW0001336006,2007/11/02,上櫃,電子零組件業,ESVUFR,,1336,台翰,股票
1425,TW0001565000,2004/03/30,上櫃,生技醫療業,ESVUFR,,1565,精華,股票
1426,TW0001569002,2005/07/29,上櫃,電腦及週邊設備業,ESVUFR,,1569,濱川,股票
1427,TW0001570000,2005/06/30,上櫃,電機機械,ESVUFR,,1570,力肯,股票
1428,TW0001580009,2007/12/10,上櫃,電機機械,ESVUFR,,1580,新麥,股票
1429,TW0001584001,2007/11/28,上櫃,其他業,ESVUFR,,1584,精剛,股票
1430,TW0001586006,2012/01/09,上櫃,電機機械,ESVUFR,,1586,和勤,股票
